MLS Number,Street Address,zip_code,county,age,Sq Ft Total,Lot size,Year Built
ML81849783,1455 Mount Shasta AVE ,95035,Santa Clara,55,1230,5544,1966
BA321053858,2101 Montgomery DR ,95405,Sonoma,65,1652,10010,1956
ME221068001,9032 Alderson AVE ,95826,Sacramento,46,1328,7405,1975
ML81850349,1892 Dawnelle WAY ,95835,Sacramento,17,1492,3900,2004
ME602152,1139 Oak ST ,95932,Colusa,91,1547,6098,1930
ME202000861,2569 Oro Quincy HWY ,95966,Butte,62,1688,21344,1959
CRSW21124358,508 Coyle AVE ,91006,Los Angeles,71,1588,9817,1950
CRCV21124918,978 N Cummings RD ,91724,Los Angeles,60,1356,8299,1961
CRCV21127456,7004 Fairfax DR ,92404,San Bernardino,78,1332,7050,1943
CRSW21123540,8942 Stony Brook CIR ,92508,Riverside,23,2407,7841,1998
CRSW21134696,43100 jason CT ,92544,Riverside,42,2508,43560,1979
CRSW21123605,40129 Canton CT ,92591,Riverside,14,2037,4792,2007
CROC21122643,4 Puerto Nuevo ,92610,Orange,27,2633,7874,1994
CROC21136069,8332 Brush DR ,92647,Orange,61,1122,6250,1960
CRPW21112581,2008 N Lake Mead CIR ,92867,Orange,37,2404,9600,1984
CRIG21119545,161 Exeter WAY ,92882,Riverside,23,1806,4356,1998
SF421573414,151 Maywood DR ,94127,San Francisco,67,2330,5022,1954
ML81849306,663 Birch AVE ,94402,San Mateo,80,1505,4500,1941
CC40953674,1009 Gardenia Loop ,94547,Contra Costa,6,3034,3400,2015
CC40955639,1084 Brown Ave ,94549,Contra Costa,80,2102,28575,1941
ML81848021,1532 San Ardo DR ,95125,Santa Clara,65,1943,8077,1956
ME221070717,2071 Granite Bar WAY ,95670,Sacramento,27,3071,13891,1994
ME221065560,151 Johnson ST ,95692,Yuba,19,1506,5963,2002
ME221072625,2053 Camino Real WAY ,95747,Placer,7,1811,2526,2014
ME221060889,799 Las Palmas AVE ,95815,Sacramento,70,936,10454,1951
ME202001979,11141 Breezy BLVD ,95930,Butte,44,1004,36590,1977
CNSR21124666,2481 Rutland PL ,91362,Ventura,26,1963,9993,1995
CNSR21132783,11629 Morrison ST ,91601,Los Angeles,0,3635,7802,2021
CREV21134524,1264 E 26th ST ,92404,San Bernardino,61,1386,10773,1960
CRSW21133833,3221 Bellwood ST ,92543,Riverside,9,1723,6534,2012
CROC21137649,25 Cache ST ,92694,Orange,8,2391,4078,2013
CROC21136581,10442 La Cebra AVE ,92708,Orange,50,1511,5880,1971
ML81850394,2520 Hastings DR ,94002,San Mateo,43,1690,4704,1978
SF421562053,2519 Pierce ST ,94115,San Francisco,111,4352,2406,1910
SF421556218,2763 38th AVE ,94116,San Francisco,73,1686,2996,1948
CC40954409,264 Draeger Drive ,94556,Contra Costa,50,2946,16530,1971
BE40953668,36364 Barnard St ,94560,Alameda,59,1914,6300,1962
CC40955870,2056 Costa Ct ,94564,Contra Costa,56,1788,6840,1965
EB40955428,747 Apgar ,94609,Alameda,0,1437,1137,2021
BA321058270,60 Heather LN ,94937,Marin,25,1882,61529,1996
ME221062881,3345 Wild Palms DR ,95355,Stanislaus,45,1381,6652,1976
ME221066964,1420 Shearwater DR ,95363,Stanislaus,17,2421,6403,2004
BA321054477,3683 Mocha LN ,95403,Sonoma,2,2139,5097,2019
ME221069432,5315 Rogers ST ,95618,Yolo,22,3696,15011,1999
ME221068432,8040 Spumante CT ,95829,Sacramento,28,1755,13007,1993
ME202003162,8 Trieste WAY ,95926,Butte,55,1997,8276,1966
CRSB21139798,1023 W 22nd ST ,90007,Los Angeles,125,1495,6207,1896
CROC21147791,928 Blue Heron ,90740,Orange,15,4041,7289,2006
CRRS21124193,3521 Marber AVE ,90808,Los Angeles,72,1453,5920,1949
CRP1-5390,3557 Giddings Ranch RD ,91001,Los Angeles,24,2495,8813,1997
CNSR21131505,22719 Peach CT ,91390,Los Angeles,33,1498,6509,1988
CRPW21139238,303 20th ST ,92648,Orange,44,1824,2875,1977
CRPW21125748,636 N Noble ST ,92869,Orange,50,1410,7000,1971
CRAR21129387,188 Townsite Promenade ,93010,Ventura,3,1797,3534,2018
ML81848993,757 Douglas AVE ,94063,San Mateo,74,1708,5000,1947
SF421564110,252 Bonview ST ,94110,San Francisco,121,1350,1794,1900
SF421566325,770 48th AVE ,94121,San Francisco,101,1065,2996,1920
SF421564385,431 Gennessee ST ,94127,San Francisco,97,1926,2495,1924
BE40953898,1242 Versailles Ave ,94501,Alameda,117,1355,3420,1904
BE40954632,22302 Flagg St ,94541,Alameda,83,976,3276,1938
BE40954034,3270 Hyde St ,94601,Alameda,93,1400,3255,1928
ML81852668,1271 Hersman DR ,95020,Santa Clara,41,1798,7140,1980
ML81849407,5141 Tisdale WAY ,95130,Santa Clara,61,1127,6093,1960
ME221068009,1614 Maplewood Dr ,95350,Stanislaus,61,1451,6177,1960
ME201903953,3951 D ST ,95819,Sacramento,100,1299,4200,1921
ME221076190,3529 20th AVE ,95820,Sacramento,104,962,5288,1917
CRDW21130119,11033 Belfair ST ,90650,Los Angeles,71,958,5135,1950
CROC21127255,10391 S Oakhaven DR ,90680,Orange,65,1393,7800,1956
CNSR21124658,10210 WHEATLAND AVE ,91040,Los Angeles,68,2244,20424,1953
CRNDP2106887,1111 Gale ST ,92027,San Diego,46,1448,7000,1975
CRNDP2106741,1372 Blackhawk Glen ,92029,San Diego,32,2003,9343,1989
CRPW21132785,453 Edgemoor RD ,92315,San Bernardino,30,1931,11256,1991
CRIV21128956,2819 Shepherd LN ,92407,San Bernardino,42,1610,19500,1979
CRIV21130361,14025 Laurel DR ,92503,Riverside,45,1891,19602,1976
CRTR21131503,54 Livia ,92618,Orange,8,3236,4410,2013
CRNP21136360,1710 Port Barmouth PL ,92660,Orange,53,2304,5915,1968
CROC21112958,1066 Underhill DR ,92870,Orange,19,3290,5500,2002
CRV0-220004133,4986 Shady Trail ST ,93063,Ventura,16,4346,12567,2005
ML81848048,17752 Vierra Canyon RD ,93907,Monterey,61,1559,36155,1960
SF421563444,1615 Funston AVE ,94122,San Francisco,69,1230,2652,1952
BE40953667,273 Hibiscus Way ,94561,Contra Costa,9,1490,6684,2012
CC40953768,216 Yellow Rose Cir ,94561,Contra Costa,15,2112,4399,2006
CC40953636,9 Gardiner Ct ,94563,Contra Costa,14,7212,46000,2007
ML81850252,3617 Reinoso CT ,95136,Santa Clara,47,1640,9551,1974
ME221071308,312 Ansonville LN ,95357,Stanislaus,26,2318,10698,1995
ME221066516,400 S 3rd ST ,95363,Stanislaus,101,690,3751,1920
ME221065553,144 Argonaut DR ,95619,El Dorado,49,1275,12197,1972
ME221066812,901 Ponderosa St. ,95642,Amador,17,1572,11326,2004
ME221075111,1361 Greenborough DR ,95661,Placer,37,1529,7610,1984
ME221074702,1813 Discovery Village LN ,95670,Sacramento,29,1606,2788,1992
ME221074366,2170 Hannah WAY ,95765,Placer,21,1860,6329,2000
ME221079703,665 41st ST ,95819,Sacramento,96,2364,6299,1925
ME201900454,10939 Pear Orchard WAY ,95959,Nevada,40,3064,96268,1981
ME201902379,54 La Cresenta DR ,95965,Butte,70,1322,8712,1951
ME202000436,4520 Olive HWY ,95966,Butte,86,894,14810,1935
CRPV21148170,1556 N Beverly Glen BLVD ,90077,Los Angeles,97,4463,6416,1924
CRSB21136987,400 Highland AVE ,90266,Los Angeles,59,1779,1835,1962
CROC21121809,531 N Colfax ST ,90631,Orange,66,1242,7192,1955
CNSR21131538,15625 Nahin LN ,91387,Los Angeles,9,3619,6603,2012
CRTR21138672,3171 E Rutherford Drive ,91761,San Bernardino,3,3628,5225,2018
CRAR21128255,3702 Strang AVE ,91770,Los Angeles,34,1786,6828,1987
CRPTP2104053,6966 Cowles Mountain BLVD ,92119,San Diego,56,1225,7900,1965
CRPW21127322,10841 Veneto WAY ,92503,Riverside,6,2320,5227,2015
CRPW21120144,413 Rospaw WAY ,92870,Orange,52,1625,7700,1969
CRIG21129467,292 Roxanne LN ,92882,Riverside,21,1956,3920,2000
CRV0-220003778,2141 Pamela ST ,93036,Ventura,55,2202,6715,1966
ML81848804,2019 Kent DR ,94024,Santa Clara,62,2740,11979,1959
SF421559332,1731 Lawton ST ,94122,San Francisco,94,2105,2500,1927
BE40953995,7048 Lancaster Rd ,94568,Alameda,54,1630,5399,1967
ML81848439,476 Breed AVE ,94577,Alameda,95,1688,6000,1926
EB40954551,1037 83rd Avenue ,94621,Alameda,100,420,2700,1921
ML81848980,862 Geronimo ST ,95020,Santa Clara,9,2402,6957,2012
ML81848288,15308 Calle Enrique ,95037,Santa Clara,39,1260,3153,1982
ME221066135,6928 Ranch House WAY ,95621,Sacramento,21,2334,4500,2000
ME221065330,509 Vine WAY ,95678,Placer,53,1421,8268,1968
BA321057755,373 folsom ,95687,Solano,55,1420,5663,1966
ME221070123,7605 18th AVE ,95820,Sacramento,20,1431,5624,2001
ME221072988,1223 Cedar Tree WAY ,95831,Sacramento,38,1475,4792,1983
CNSR21127062,9331 Rhea AVE ,91324,Los Angeles,64,1434,7875,1957
CRSB21122652,14836 Septo ST ,91345,Los Angeles,69,1222,7499,1952
CNSR21124342,768 Cedar Point PL ,91362,Ventura,33,2463,7636,1988
TM21-748242,5632 Varna AVE ,91401,Los Angeles,73,1628,6325,1948
CRNDP2106622,6813 JADE LN ,92009,San Diego,16,3167,9504,2005
CRIG21134313,23631 Cadenza DR ,92562,Riverside,32,2500,8712,1989
CRSB21133407,25256 Corte Oranada ,92563,Riverside,25,1735,11761,1996
CROC21126205,45 Panorama ,92679,Orange,23,4505,17500,1998
CROC21126427,24761 Doria AVE ,92691,Orange,49,2837,7888,1972
CRPW21139539,12751 Woodlawn AVE ,92780,Orange,61,1407,8800,1960
CRV0-219011934,20 Valley View DR ,93022,Ventura,71,2368,10057,1950
CNSR21123555,4215 W Avenue J13 ,93536,Los Angeles,16,3272,14969,2005
BE40953759,375 Carroll St ,94086,Santa Clara,80,1360,6500,1941
CC40953628,6344 Greenridge Ct ,94553,Contra Costa,45,2061,5775,1976
ML81848085,1727 Potrero AVE ,94804,Contra Costa,62,1045,4250,1959
EB40953582,3102 Wiswall Ct ,94806,Contra Costa,58,1047,7971,1963
ML81849841,946 Harrison AVE ,95008,Santa Clara,69,1206,10400,1952
ML81850355,1784 Pinecone CT ,95037,Santa Clara,30,1280,3675,1991
BA321051295,418 Corte Toledo ,95688,Solano,47,2048,7841,1974
ME221072626,8276 Crystal Walk CIR ,95758,Sacramento,16,1566,2322,2005
ME221065805,5831 Devon DR ,95765,Placer,29,2187,8760,1992
TM21-751570,4528 Ayla Lane ,90041,Los Angeles,0,2314,1403,2021
TM20-661808,905 Galloway ST ,90272,Los Angeles,0,3107,5197,2021
CRPW21132637,380 E Lambert RD ,90631,Orange,65,1796,5748,1956
CNSR21130215,1746 N Los Robles AVE ,91104,Los Angeles,98,1333,6757,1923
CRP1-5179,656 S Oak Knoll AVE ,91106,Los Angeles,115,1600,7526,1906
CNSR21120921,5749 Beck AVE ,91601,Los Angeles,80,1370,6614,1941
CRPT21127650,1952 Donahue DR ,92019,San Diego,37,1324,8712,1984
CRIV21137891,585 Moreno LN ,92386,San Bernardino,32,1038,5000,1989
CRIV21134906,3995 Barbury Palms WAY ,92571,Riverside,15,2802,4792,2006
CRSW21128610,26272 Columbus DR ,92586,Riverside,32,1715,5663,1989
CRPW21127140,21270 Via Del Lobo ,92887,Orange,38,1342,3120,1983
ML81850270,800 Patrol ,94062,San Mateo,58,2630,64033,1963
CC40954017,5212 Blackhawk Dr ,94506,Contra Costa,37,4657,24523,1984
BA321053576,1990 Griffin DR ,94589,Solano,63,1080,4356,1958
BA321049453,617 Kent ST ,94952,Sonoma,94,1142,5001,1927
BA321037049,31311 Pine Mountain RD ,95425,Sonoma,28,1830,1112958,1993
ME221069650,5869 Wedgewood DR ,95746,Placer,31,3847,18539,1990
ME221069495,2750 60th ST ,95817,Sacramento,74,1449,6294,1947
ME202101073,18123 Costa RD ,95925,Yuba,71,874,30492,1950
ME201901572,9781 Esquon RD ,95938,Butte,101,1500,34848,1920
CRPF21134301,3107 Pueblo AVE ,90032,Los Angeles,101,900,6949,1920
TM21-747112,335 Orange DR ,90036,Los Angeles,96,2000,6759,1925
TM21-745826,235 Bedford DR ,90212,Los Angeles,92,3505,7651,1929
CRSB21125381,2527 N Valley DR ,90266,Los Angeles,71,1172,3821,1950
CNSR21124956,4044 N Ellen DR ,91722,Los Angeles,67,1194,6374,1954
CRTR21133217,2424 Acorn PL ,91761,San Bernardino,33,1655,4000,1988
CRNDP2106987,713 Helmsdale RD ,92069,San Diego,13,2382,5968,2008
CRIV21126000,12728 Water Lily LN ,92392,San Bernardino,20,2058,8400,2001
CRCV21123871,12661 Aragonite WAY ,92509,Riverside,5,2520,10890,2016
CROC21125548,1975 Vosburg CT ,92583,Riverside,24,1577,8712,1997
CRCV21107080,2463 E Puritan DR ,92806,Orange,45,1806,7300,1976
CRIG21125718,1843 Kapalua Bay CIR ,92883,Riverside,18,2617,17528,2003
CRV1-6547,5673 Calle Sencillo ,93012,Ventura,34,1328,4976,1987
CRV0-219001670,396 Edgewood DR ,93015,Ventura,6,2375,7668,2015
CRSC21125683,870 El Moro AVE ,93402,San Luis Obispo,62,868,6250,1959
ML81848593,658 Foothill DR ,94044,San Mateo,57,1260,4600,1964
CC40954762,213 Greenwich Dr ,94523,Contra Costa,62,1302,9951,1959
CC40953703,85 Underhill Road ,94563,Contra Costa,38,3367,13500,1983
EB40959352,230 Stanford Ave. ,94708,Alameda,73,1877,4400,1948
BA321043170,88 Jewell ST ,94901,Marin,73,1220,16030,1948
BA321050689,47 Oxford DR ,94903,Marin,24,2422,17346,1997
BE40953861,7151 Almaden Pl ,95120,Santa Clara,7,1924,2402,2014
ME221066957,613 N Mcclure RD ,95357,Stanislaus,18,2087,5502,2003
BA321052187,188 Lassen CIR ,95687,Solano,57,918,5663,1964
ME202100811,1224 Johnson AVE ,95901,Yuba,42,1624,6747,1979
ME202100340,2214 August WAY ,95961,Yuba,17,1621,6970,2004
ME201804055,5377 Crest Ridge DR ,95966,Butte,46,1170,7841,1975
ME202001896,2512 Oro Garden Ranch RD ,95966,Butte,8,2132,12632,2013
ME201903402,2351 C ST ,95966,Butte,100,912,4792,1921
CRBB21124477,9846 Cabanas AVE ,91042,Los Angeles,67,1170,6905,1954
CROC21122339,263 W Pershing CT ,91723,Los Angeles,96,864,2928,1925
CRNDP2107063,128 Knoll Rd. ,92083,San Diego,74,1727,9588,1947
CRSW21124393,31860 Green Oak WAY ,92592,Riverside,14,1846,2859,2007
CRPW21130075,9781 Star DR ,92646,Orange,50,3049,6000,1971
CRNDP2106933,9932 Dewey DR ,92841,Orange,66,1752,7215,1955
BE40953527,39225 Zacate Ave ,94539,Alameda,41,1632,6669,1980
ME201900575,2365 Martinez Ct ,94547,Contra Costa,36,1597,283140000,1985
ML81849567,1149 Empey WAY ,95128,Santa Clara,81,1024,9062,1940
BA321056500,592 Bokman PL ,95476,Sonoma,33,1438,4273,1988
ME221077360,8437 Fair WAY ,95610,Sacramento,72,1112,40511,1949
ME221050879,7001 Burnham DR ,95621,Sacramento,47,1650,9583,1974
ME221065528,222 N Falls DR ,95630,Sacramento,15,4379,17598,2006
ME221069770,1380 Bella CIR ,95648,Placer,15,3285,13547,2006
ME221068360,6108 Deed CT ,95660,Sacramento,63,1155,6970,1958
ME221066041,10081 Upshaw WAY ,95757,Sacramento,17,1757,4726,2004
ME221066552,293 E Maine ST ,95948,Butte,111,800,6534,1910
ME221065186,987 Country Club RD ,95961,Yuba,80,1995,18731,1941
TM21-748836,3849 Bledsoe AVE ,90066,Los Angeles,73,1973,5739,1948
CRPTP2104577,1522 LARWOOD RD ,91945,San Diego,61,1288,8300,1960
CRIV21136100,4265 Saint Paul PL ,92504,Riverside,67,1247,8712,1954
CRIV21124760,24718 Sloan CT ,92553,Riverside,39,1089,8276,1982
CROC21130195,111 Bridle ,92602,Orange,7,3324,3888,2014
CROC21158383,1024 N Olive ST ,92703,Orange,91,1401,5600,1930
CROC21124181,17698 San Vicente ST ,92708,Orange,53,1820,6800,1968
CRV0-218010733,10 Alosta DR ,93010,Ventura,72,2498,14266,1949
CRV0-218013395,513 Oak Creek LN ,93023,Ventura,55,2053,16400,1966
ML81848528,428 Sycamore ST ,94070,San Mateo,65,1790,5650,1956
ML81848293,688 Carolina AVE ,94085,Santa Clara,68,1266,6396,1953
SF421558611,2583 47th AVE ,94116,San Francisco,72,1381,2809,1949
ML81852232,1711 Maxine AVE ,94401,San Mateo,66,1080,5000,1955
CC40953570,1241 Sunset Loop ,94549,Contra Costa,71,2465,10000,1950
ML81848195,5130 Slick Horn WAY ,94555,Alameda,4,2651,5025,2017
ML81849545,10001 Geri LN ,95020,Santa Clara,5,3812,127195.2,2016
ME221069240,2333 Roualt ST ,95618,Yolo,21,1235,3755,2000
ME221065315,3217 Acton WAY ,95747,Placer,28,1040,4805,1993
ME221073469,1328 Grand Junction WAY ,95747,Placer,5,2744,7410,2016
ME221054990,8975 Upbeat WAY ,95757,Sacramento,3,1632,1838,2018
ME202000715,2115 4th ST ,95965,Butte,75,1436,15682,1946
ME201903506,2467 A ST ,95966,Butte,84,956,9583,1937
CRPW21094768,5931 E Fairbrook ST ,90815,Los Angeles,72,1994,6150,1949
TM21-747028,14806 Otsego ST ,91403,Los Angeles,5,4303,6751,2016
CRPTP2104103,544 Encinitas AVE ,92114,San Diego,67,1157,5500,1954
CRDW21136136,11167 Ruby CIR ,92301,San Bernardino,13,2811,8665,2008
CRIV21132629,26317 Topanga WAY ,92586,Riverside,33,1570,7405,1988
CRSW21137992,36361 Moser RD ,92596,Riverside,10,2290,8712,2011
EB40955697,2710 Anza Ct ,94509,Contra Costa,52,1302,9450,1969
BE40953422,55 Riverstone Cmn ,94550,Alameda,17,1665,4281,2004
CC40955603,22 Bates Blvd ,94563,Contra Costa,64,1825,26775,1957
CRSW21123450,1143 Mataro CT ,94566,Alameda,35,2517,7251,1986
BE40953627,4603 Vasari St ,94568,Alameda,7,3624,8512,2014
BE40956323,8501 Davona Drive ,94568,Alameda,58,1475,6625,1963
EB40954420,1249 88th Ave ,94621,Alameda,96,779,2725,1925
BA321053332,69 S Knoll RD ,94941,Marin,12,3545,11487,2009
ML81848565,818 Stallion WAY ,95023,San Benito,1,2308,7292,2020
ME221045214,705 Ribier AVE ,95240,San Joaquin,68,1103,6159,1953
ME221066357,1440 W Madelena LN ,95336,San Joaquin,19,1698,6804,2002
BA321064610,6580 Rutgers DR ,95472,Sonoma,54,1378,22198,1967
ME221069356,5411 Moonlight WAY ,95758,Sacramento,22,2146,4548,1999
ME201902297,6230 Co Rd 7 ,95963,Glenn,41,1718,3269178,1980
ME202100588,852 Tehama AVE ,95965,Butte,18,1156,16553,2003
CRPV21136130,1853 6th Street ,90266,Los Angeles,45,2002,7500,1976
CRSB21125240,4 Coach RD ,90275,Los Angeles,61,1815,21167,1960
CRCV21126013,11702 Potter ST ,90650,Los Angeles,73,1056,4700,1948
CRPW21124908,2164 Daisy AVE ,90806,Los Angeles,83,1078,7373,1938
CROC21124369,2209 Ximeno AVE ,90815,Los Angeles,78,1850,5655,1943
CRCV21130197,426 Willamette LN ,91711,Los Angeles,42,1693,4078,1979
CRNDP2106585,1915 Englewood Dr ,91945,San Diego,74,1000,6073,1947
CRNDP2107775,1500 Clifftop AVE ,92078,San Diego,17,2871,5550,2004
CRSW21113525,2196 Fielding RD ,92506,Riverside,61,2246,12632,1960
CRV1-6385,89 N Hill RD ,93003,Ventura,44,1840,7125,1977
CRPI21128290,1075 Craig DR ,93436,Santa Barbara,32,2100,11326,1989
CC40954471,35 Diablo View Ct ,94506,Contra Costa,31,3148,15246,1990
BE40953742,26685 Wauchula Way ,94545,Alameda,64,1210,5600,1957
BE40953548,2750 Rivers Bend Cir ,94550,Alameda,12,1921,5006,2009
ML81849544,241 Trevethan AVE ,95062,Santa Cruz,74,1416,6970,1947
ME221064982,7139 Cross DR ,95610,Sacramento,32,1433,16553,1989
ME221075805,1914 Humboldt AVE ,95616,Yolo,35,1901,6617,1986
ME221066912,2627 I ST ,95816,Sacramento,23,1317,1581,1998
TM21-747690,6323 Harcourt AVE ,90043,Los Angeles,98,1713,5440,1923
CROC21126299,3500 Burritt WAY ,91214,Los Angeles,65,1397,6947,1956
CRCV21124127,1120 W Edna PL ,91722,Los Angeles,64,1741,5988,1957
CRNDP2107318,5137 Mandarin DR ,92056,San Diego,34,990,6216,1987
CRNDP2107051,3967 Escala ,92058,San Diego,19,1708,6444,2002
CREV21135346,11652 Cedar WAY ,92354,San Bernardino,44,1960,9976,1977
CRSW21121693,25141 Calle Viejo ,92563,Riverside,28,1840,5227,1993
CROC21135106,22 Beacon ,92694,Orange,20,2848,5482,2001
BE40955008,2552 Gelding Ln ,94551,Alameda,22,1559,8453,1999
ML81849168,169 East ST ,95003,Santa Cruz,44,900,3180,1977
ME221065562,1827 Tamarind WAY ,95020,Santa Clara,6,2387,5005,2015
ML81854187,996 Faris DR ,95111,Santa Clara,52,1246,6522,1969
ME221056681,774 Louie AVE ,95240,San Joaquin,64,1531,6499,1957
ME221068273,2697 Bethel WAY ,95691,Yolo,31,1384,5663,1990
ME221049627,4980 Emerson RD ,95820,Sacramento,69,1018,4792,1952
ME221064830,6775 Tortola WAY ,95828,Sacramento,37,1162,5227,1984
ME221063339,2794 Chelan CT ,95843,Sacramento,2,2061,5580,2019
ME201903311,2953 San Verbena WAY ,95973,Butte,58,1429,16117,1963
TM21-751956,7614 Willoughby AVE ,90046,Los Angeles,98,1808,3201,1923
CRPW21129392,17016 Elgar AVE ,90504,Los Angeles,73,2540,6270,1948
CRCV21123856,12714 Biola AVE ,90638,Los Angeles,63,2038,7983,1958
CNSR21128697,22642 Hatteras ST ,91367,Los Angeles,66,1468,10802,1955
CRCV21126988,3429 N Towne AVE ,91711,Los Angeles,93,2378,16709,1928
CRPTP2104267,902 Parkbrook ,91977,San Diego,62,1022,7800,1959
CRMB21131264,15083 Camellia DR ,92337,San Bernardino,19,1761,5200,2002
CRIG21126899,3931 Terracina DR ,92506,Riverside,72,1541,9148,1949
CRIV21130988,1809 Myrtle ST ,92880,Riverside,32,1892,5227,1989
CC40957153,1542 Claycord ,94521,Contra Costa,58,1308,7000,1963
BE40953761,2752 Dos Rios Dr ,94583,Contra Costa,50,2368,14000,1971
EB40956104,2125 Parker St ,94704,Alameda,66,2614,5940,1955
CC40954640,1825 San Antonio Ave ,94707,Alameda,82,951,7650,1939
BA321054423,792 Penny Royal LN ,94903,Marin,66,1835,6399,1955
ME201903331,14338 Bethany CIR ,95954,Butte,47,1344,11326,1974
CRAR21124168,1522 2nd ST ,91010,Los Angeles,70,1346,6183,1951
CRCV21125280,11228 Tudor AVE ,91762,San Bernardino,59,1495,7200,1962
CRAR21136145,1318 E Merced AVE ,91790,Los Angeles,72,1221,11092,1949
CRPW21126755,42830 Eagles Flight PL ,92315,San Bernardino,15,3062,12000,2006
CROC21116941,5 Calle Boveda ,92673,Orange,21,1972,4553,2000
CROC21124886,15 Flagstone ,92679,Orange,19,5910,11821,2002
CRNS21158775,1109 Nanette LN ,93446,San Luis Obispo,41,1312,7010,1980
CC40954256,5361 Paso Del Rio Way ,94521,Contra Costa,36,2135,5775,1985
BE40954878,5224 Forrestgreen Ct ,94521,Contra Costa,37,1521,10810,1984
BA321050690,515 Pennsylvania AVE ,94533,Solano,66,696,4792,1955
ME221066073,13 Halsey CT ,94565,Contra Costa,6,2017,2971,2015
EB40953456,1502 Fifth St ,94710,Alameda,117,1075,2700,1904
BA321050684,1169 Lea DR ,94945,Marin,38,1584,44649,1983
ML81848144,3187 Apperson Ridge CT ,95148,Santa Clara,42,2104,6499,1979
ME221069761,1537 Del Mar AVE ,95350,Stanislaus,73,1022,6534,1948
ME221064976,2948 Butler DR ,95376,San Joaquin,36,1598,5898,1985
BA321056029,14595 Cherry ST ,95446,Sonoma,89,704,3825,1932
ME221041106,9705 Royston CT ,95746,Placer,24,2508,12023,1997
ME221069123,500 Cobblestone CT ,95747,Placer,25,964,5789,1996
ME202101123,1559 Clear Water CT ,95901,Yuba,17,1970,7841,2004
ME202000329,14 Maple LN ,95966,Butte,13,713,308405,2008
CRSB21127920,1222 W E ST ,90744,Los Angeles,68,920,4882,1953
CRCV21138221,6230 Phillips WAY ,91737,San Bernardino,44,1412,8750,1977
CRCV21125179,14128 Dartmouth CT ,92336,San Bernardino,29,2578,8315,1992
CRCV21129884,13007 Leawood ST ,92392,San Bernardino,13,3507,7215,2008
CRIV21126768,30318 Cinnamon Teal DR ,92587,Riverside,38,2281,10019,1983
CROC21131342,4881 Coveview DR ,92649,Orange,11,2487,3746,2010
CROC21124352,6871 Hood DR ,92683,Orange,58,1684,6510,1963
CROC21027337,22692 Modesto DR ,92691,Orange,49,1542,5500,1972
CROC21125753,2311 Marks DR ,92782,Orange,26,2300,4500,1995
CRV0-219000460,98 Calle Cinco De Mayo ,93022,Ventura,65,989,7200,1956
CRSC21124087,212 Weymouth ST ,93428,San Luis Obispo,25,1409,5250,1996
CNSR21108143,5828 Vahan CT ,93536,Los Angeles,3,2064,6771,2018
ML81848517,13426 Warren AVE ,93933,Monterey,7,2375,4000,2014
ML81849516,33 Fairway PL ,94019,San Mateo,33,3050,8282,1988
ML81848062,3535 Dumbarton ST ,94519,Contra Costa,57,1376,6860,1964
